Id;Marca;Tipo;Capacidad_GB;Velocidad_MHz;Latencia_CAS;Voltaje;RGB;Modulos;Disipador;Precio_USD
1192;Corsair;DDR4;64;3447;20;1,28;False;1;High-End;177,88
1193;Corsair;DDR5;16;7646;37;1,29;True;4;Standard;217,85
1194;Crucial;DDR4;16;3530;15;1,45;True;4;Standard;146,44
1195;G,Skill;DDR4;16;3921;15;1,30;False;4;Standard;143,57
1196;Kingston;DDR4;128;3476;21;1,16;True;4;High-End;277,41
1197;Samsung;DDR5;128;7295;38;1,19;False;1;None;355,67
1198;Corsair;DDR4;16;2655;20;1,17;False;1;High-End;113,94
1199;Kingston;DDR5;128;6792;39;1,35;False;4;None;372,51
1200;Teamgroup;DDR4;8;3617;17;1,25;False;1;High-End;116,54
1201;Corsair;DDR4;8;2882;17;1,43;False;2;High-End;116,66
1202;G,Skill;DDR4;8;3046;21;1,18;True;1;High-End;111,97
1203;Kingston;DDR4;16;3281;22;1,10;True;4;Standard;133,95
1204;Samsung;DDR4;16;3150;21;1,17;True;4;High-End;140,40
1205;Teamgroup;DDR5;32;7059;39;1,12;True;2;High-End;225,28
1206;Kingston;DDR4;8;3687;20;1,22;True;1;None;108,60
1207;Samsung;DDR4;16;3603;17;1,25;True;2;High-End;138,02
1208;Samsung;DDR5;64;7172;37;1,35;False;1;High-End;266,19
1209;G,Skill;DDR5;16;6584;39;1,34;False;4;Standard;194,23
1210;Samsung;DDR4;16;3044;18;1,31;True;1;Standard;120,05
1211;G,Skill;DDR5;64;7230;34;1,38;False;4;None;283,69
1212;Corsair;DDR4;128;2951;18;1,20;True;1;Standard;253,71
1213;Samsung;DDR4;64;2605;19;1,31;True;2;None;174,64
1214;Crucial;DDR5;32;7234;34;1,24;False;2;High-End;229,19
1215;Teamgroup;DDR4;8;3118;20;1,21;False;1;None;98,04
1216;Crucial;DDR4;128;2901;22;1,16;False;1;None;237,31
1217;G,Skill;DDR4;128;2966;14;1,27;False;1;None;249,83
1218;Crucial;DDR4;16;2643;15;1,25;False;1;Standard;115,34
1219;Crucial;DDR4;128;3403;19;1,39;True;4;None;269,82
1220;Teamgroup;DDR5;64;7081;38;1,44;True;4;None;282,08
1221;Samsung;DDR4;16;3556;16;1,42;True;2;High-End;139,15
1222;G,Skill;DDR4;32;3994;21;1,42;True;2;Standard;148,35
1223;Crucial;DDR5;16;6895;35;1,13;False;2;None;184,09
1224;Kingston;DDR4;8;3821;14;1,20;False;2;None;118,67
1225;G,Skill;DDR5;64;5219;35;1,21;True;1;High-End;257,25
1226;G,Skill;DDR5;128;5757;34;1,31;False;4;None;371,46
1227;Teamgroup;DDR4;16;2632;21;1,17;True;4;None;126,26
1228;Kingston;DDR5;8;7935;35;1,17;True;1;High-End;195,86
1229;G,Skill;DDR4;64;3817;18;1,13;True;4;High-End;207,84
1230;Crucial;DDR4;8;3451;17;1,31;True;2;Standard;121,21
1231;Teamgroup;DDR4;128;3154;18;1,39;True;4;High-End;279,33
1232;Corsair;DDR4;16;3176;20;1,21;False;1;None;108,11
1233;Corsair;DDR5;16;5692;38;1,42;False;2;None;165,02
1234;Corsair;DDR5;16;6855;30;1,22;True;1;None;193,78
1235;Crucial;DDR4;128;2765;16;1,11;True;4;High-End;279,22
1236;Corsair;DDR5;16;7695;32;1,19;True;1;None;198,80
1237;Teamgroup;DDR5;32;5693;34;1,44;True;1;None;199,05
1238;G,Skill;DDR4;128;2557;19;1,33;False;1;Standard;243,06
1239;Teamgroup;DDR4;16;2485;22;1,17;False;4;Standard;121,58
1240;Kingston;DDR4;16;3319;18;1,27;False;4;Standard;134,25
1241;Teamgroup;DDR4;32;3865;20;1,17;False;2;High-End;148,82
1242;Teamgroup;DDR4;64;2759;19;1,34;False;4;High-End;191,87
1243;Teamgroup;DDR4;32;2638;22;1,27;False;2;Standard;130,00
1244;Corsair;DDR5;8;7200;37;1,16;False;2;High-End;183,87
1245;Corsair;DDR4;16;2465;15;1,25;False;1;Standard;113,92
1246;Teamgroup;DDR5;128;4954;32;1,33;False;4;High-End;380,34
1247;Kingston;DDR4;128;2914;15;1,24;False;1;High-End;257,91
1248;Teamgroup;DDR5;16;5488;39;1,30;False;1;Standard;158,09
1249;Kingston;DDR5;16;7821;40;1,25;True;4;None;208,26
1250;Crucial;DDR4;16;3741;19;1,29;True;4;High-End;148,13
1251;Samsung;DDR5;16;5234;39;1,16;True;4;Standard;187,75
1252;Kingston;DDR4;32;3320;20;1,40;False;2;High-End;144,46
1253;Samsung;DDR5;64;4845;40;1,42;True;1;None;229,58
1254;Corsair;DDR5;16;6135;38;1,41;True;2;High-End;191,40
1255;Crucial;DDR5;64;6026;37;1,40;True;2;High-End;270,01
1256;Samsung;DDR5;64;5207;35;1,30;False;1;None;235,52
1257;Kingston;DDR4;64;2614;20;1,23;True;2;High-End;183,21
1258;Teamgroup;DDR4;128;3275;19;1,31;False;2;None;250,80
1259;Teamgroup;DDR4;64;3549;15;1,18;True;2;None;188,19
1260;Corsair;DDR5;128;6246;31;1,39;False;1;None;358,52
1261;Samsung;DDR5;64;7486;37;1,44;True;1;Standard;269,58
1262;G,Skill;DDR5;8;5736;35;1,45;True;1;Standard;164,01
1263;Kingston;DDR4;8;2521;22;1,22;True;4;None;114,27
1264;G,Skill;DDR4;128;2434;17;1,21;True;1;Standard;251,07
1265;Samsung;DDR5;16;6468;32;1,34;True;2;None;193,65
1266;G,Skill;DDR5;64;7892;38;1,38;True;1;Standard;271,94
1267;Samsung;DDR4;8;2584;19;1,12;False;1;None;95,27
1268;G,Skill;DDR5;8;5994;40;1,40;True;1;Standard;156,67
1269;Crucial;DDR4;32;3233;19;1,36;True;4;Standard;157,26
1270;Teamgroup;DDR4;16;2667;15;1,14;False;2;High-End;127,54
1271;Crucial;DDR5;64;5197;35;1,35;False;2;None;243,51
1272;Samsung;DDR4;32;3321;22;1,40;True;4;None;149,47
1273;Samsung;DDR4;16;2781;17;1,29;True;4;Standard;137,45
1274;Teamgroup;DDR5;128;7383;31;1,44;True;1;High-End;392,40
1275;Teamgroup;DDR5;32;7303;30;1,26;True;4;High-End;262,34
1276;Crucial;DDR5;8;5618;34;1,44;True;1;Standard;164,76
1277;Kingston;DDR5;8;7974;37;1,22;True;2;Standard;192,23
1278;Kingston;DDR5;64;6664;39;1,23;False;2;High-End;264,75
1279;Crucial;DDR4;32;3842;22;1,34;False;1;Standard;133,64
1280;Corsair;DDR4;16;3622;15;1,37;True;2;High-End;141,18
1281;Kingston;DDR4;8;2654;22;1,19;False;2;High-End;107,33
1282;G,Skill;DDR4;128;3425;17;1,44;False;4;Standard;271,00
1283;G,Skill;DDR4;64;3841;18;1,13;True;2;Standard;190,03
1284;Corsair;DDR5;16;6756;32;1,40;True;4;High-End;226,46
1285;Samsung;DDR5;64;6256;30;1,31;True;1;High-End;278,57
1286;G,Skill;DDR4;64;2476;15;1,35;True;1;None;173,61
1287;Kingston;DDR5;16;6669;31;1,37;True;2;Standard;203,25
1288;Samsung;DDR5;32;5398;31;1,20;False;4;High-End;231,64
1289;Kingston;DDR5;64;6104;38;1,39;False;1;None;239,13
1290;G,Skill;DDR5;16;7832;33;1,34;False;2;Standard;203,66
1291;Crucial;DDR4;8;2808;22;1,24;False;4;Standard;114,56
1292;Crucial;DDR4;16;2981;20;1,40;True;1;Standard;116,55
1293;G,Skill;DDR4;8;2722;15;1,28;False;1;High-End;112,38
1294;Samsung;DDR5;8;6478;39;1,26;True;1;None;158,52
1295;Crucial;DDR4;32;2775;16;1,27;True;1;None;136,10
1296;Teamgroup;DDR4;16;3040;14;1,41;True;4;High-End;150,02
1297;Samsung;DDR4;16;2566;17;1,44;True;2;None;119,73
1298;Samsung;DDR5;64;6406;36;1,44;False;4;High-End;284,24
1299;Kingston;DDR4;16;3269;16;1,42;False;2;None;120,85
1300;Teamgroup;DDR4;128;3684;19;1,34;False;4;High-End;276,07
1301;Samsung;DDR4;16;3705;15;1,17;False;2;Standard;129,84
1302;Teamgroup;DDR5;16;6670;40;1,14;True;4;High-End;209,33
1303;Kingston;DDR4;128;3170;21;1,39;True;2;None;252,96
1304;Crucial;DDR5;128;7826;34;1,23;True;4;High-End;415,41
1305;Kingston;DDR5;16;7581;38;1,39;True;4;High-End;223,22
1306;G,Skill;DDR5;32;7738;34;1,18;True;4;None;245,44
1307;Kingston;DDR4;64;3766;15;1,36;False;2;None;183,93
1308;Kingston;DDR5;64;6669;30;1,33;False;4;None;285,73
1309;G,Skill;DDR5;8;6300;38;1,19;False;2;None;158,62
1310;Crucial;DDR5;128;7211;33;1,41;True;4;None;397,29
1311;Teamgroup;DDR5;64;7625;34;1,33;False;4;None;287,96
1312;Samsung;DDR5;32;5055;39;1,33;False;4;Standard;203,63
1313;Crucial;DDR4;128;3354;20;1,32;False;4;Standard;265,93
1314;Samsung;DDR5;64;6299;34;1,22;False;2;Standard;262,83
1315;Corsair;DDR5;16;7140;36;1,27;False;4;None;200,91
1316;G,Skill;DDR5;32;7090;39;1,12;False;1;Standard;201,31
1317;Kingston;DDR4;32;3838;18;1,30;True;1;None;141,60
1318;Samsung;DDR4;16;3485;22;1,25;True;4;Standard;135,58
1319;Samsung;DDR5;64;6497;31;1,26;True;1;Standard;271,05
1320;Corsair;DDR5;128;7818;35;1,13;True;2;High-End;397,09
1321;Teamgroup;DDR4;16;3214;16;1,17;True;4;None;138,41
1322;Samsung;DDR5;16;6844;37;1,39;True;1;High-End;192,99
1323;Samsung;DDR4;64;3052;20;1,30;False;2;None;170,72
1324;Samsung;DDR4;128;3721;15;1,41;False;1;High-End;264,37
1325;Corsair;DDR4;8;3222;20;1,23;False;2;Standard;108,88
1326;Kingston;DDR4;8;2405;17;1,19;True;2;None;108,84
1327;Corsair;DDR4;8;3089;19;1,23;True;1;None;105,31
1328;Crucial;DDR5;16;7468;39;1,29;False;2;None;182,17
1329;Teamgroup;DDR4;8;3782;17;1,43;True;4;Standard;135,86
1330;Teamgroup;DDR4;64;2959;16;1,42;False;1;Standard;173,97
1331;G,Skill;DDR5;128;7593;35;1,27;False;1;Standard;370,36
1332;G,Skill;DDR5;128;5143;30;1,13;False;2;Standard;362,13
1333;Kingston;DDR4;128;2927;19;1,26;False;4;High-End;270,02
1334;Kingston;DDR4;64;3128;15;1,42;True;4;None;196,82
1335;Kingston;DDR4;32;2476;18;1,33;True;4;Standard;152,71
1336;Crucial;DDR4;32;3906;18;1,15;False;4;None;154,15
1337;Samsung;DDR5;128;5732;38;1,11;False;4;High-End;376,59
1338;Crucial;DDR5;16;7657;36;1,15;True;4;High-End;228,09
1339;Samsung;DDR4;32;3076;20;1,19;False;1;None;126,51
1340;Teamgroup;DDR4;16;3950;22;1,35;False;1;High-End;121,30
1341;Samsung;DDR5;64;7158;31;1,37;True;1;High-End;286,29
1342;G,Skill;DDR5;64;5637;39;1,44;True;2;None;248,26
1343;Crucial;DDR5;16;5488;33;1,35;True;4;High-End;210,74
1344;Crucial;DDR5;32;5042;35;1,44;True;1;Standard;195,39
1345;Teamgroup;DDR4;8;3654;18;1,38;False;4;None;123,33
1346;Kingston;DDR4;128;3027;19;1,15;True;4;High-End;276,82
1347;Crucial;DDR4;16;2408;18;1,24;True;1;High-End;120,96
1348;Kingston;DDR5;8;5057;40;1,17;True;4;None;165,45
1349;Teamgroup;DDR4;64;2945;20;1,26;True;4;None;187,86
1350;Corsair;DDR4;8;3955;15;1,41;False;1;High-End;122,24
1351;Kingston;DDR5;8;7908;38;1,17;True;2;Standard;189,49
1352;Samsung;DDR4;128;3361;17;1,42;False;4;High-End;276,49
1353;Samsung;DDR5;128;6574;39;1,40;True;1;High-End;367,46
1354;G,Skill;DDR4;64;3287;15;1,36;True;1;High-End;190,10
1355;Samsung;DDR5;64;6436;33;1,35;True;4;None;285,24
1356;Samsung;DDR4;8;3238;15;1,21;False;4;None;124,50
1357;G,Skill;DDR5;128;5347;35;1,37;False;1;None;340,71
1358;Crucial;DDR5;32;6618;40;1,18;False;4;Standard;218,49
1359;Corsair;DDR5;8;7366;32;1,17;False;1;High-End;187,69
1360;Samsung;DDR5;8;7896;39;1,37;False;2;Standard;179,24
1361;Crucial;DDR5;32;5670;40;1,40;False;4;High-End;216,35
1362;Kingston;DDR5;16;6609;40;1,12;False;2;Standard;176,27
1363;G,Skill;DDR5;64;6186;35;1,30;False;1;None;246,09
1364;Kingston;DDR4;64;3035;18;1,30;False;1;None;167,58
1365;G,Skill;DDR4;64;3055;19;1,30;True;4;None;190,24
1366;Teamgroup;DDR4;128;3226;16;1,29;False;4;None;266,91
1367;Teamgroup;DDR4;16;3872;19;1,11;False;4;None;133,18
1368;G,Skill;DDR5;32;7862;40;1,20;False;2;None;210,32
1369;G,Skill;DDR4;32;2900;15;1,17;True;1;None;138,60
1370;G,Skill;DDR5;8;7790;31;1,11;False;4;Standard;210,49
1371;Kingston;DDR4;32;2408;14;1,21;False;4;High-End;158,16
1372;Teamgroup;DDR4;32;2893;20;1,40;False;4;Standard;147,04
1373;Samsung;DDR4;64;2746;17;1,24;False;1;Standard;170,77
1374;Teamgroup;DDR5;8;7766;39;1,24;True;1;High-End;185,93
1375;Teamgroup;DDR4;32;3795;22;1,17;False;1;High-End;139,26
1376;Samsung;DDR4;128;3113;18;1,21;True;1;Standard;255,00
1377;Teamgroup;DDR4;16;3077;22;1,28;False;4;None;122,32
1378;Corsair;DDR5;8;5819;31;1,33;True;1;High-End;181,11
1379;Corsair;DDR4;16;3279;19;1,24;True;2;None;122,43
1380;Kingston;DDR5;16;6239;30;1,43;True;2;Standard;200,63
1381;Kingston;DDR5;128;5680;39;1,33;True;4;Standard;374,00
1382;G,Skill;DDR5;32;5066;39;1,13;True;2;None;190,25
1383;G,Skill;DDR4;64;2804;16;1,39;False;4;High-End;196,73
1384;Crucial;DDR5;128;5099;32;1,19;True;2;Standard;365,70
1385;G,Skill;DDR4;16;3459;14;1,38;False;4;High-End;147,37
1386;Kingston;DDR5;128;6169;31;1,41;True;1;High-End;379,29
1387;Kingston;DDR5;8;6128;35;1,38;False;1;Standard;160,14
1388;Teamgroup;DDR5;16;7012;31;1,30;False;4;High-End;223,15
1389;Kingston;DDR4;8;2844;19;1,33;True;2;None;109,35
1390;Kingston;DDR4;16;3490;16;1,17;False;4;Standard;138,62
1391;Kingston;DDR4;16;3757;14;1,28;True;2;Standard;137,76
1392;Corsair;DDR5;64;6962;33;1,44;False;1;Standard;263,92
1393;Teamgroup;DDR5;64;6747;39;1,16;True;2;High-End;273,75
1394;Samsung;DDR4;8;3068;15;1,38;True;4;High-End;139,14
1395;Teamgroup;DDR5;16;5333;36;1,36;False;2;Standard;170,59
1396;Corsair;DDR4;64;3461;15;1,24;True;1;High-End;191,49
1397;Crucial;DDR4;16;2804;14;1,25;True;4;Standard;142,13
1398;Kingston;DDR4;128;3835;21;1,44;True;4;None;270,28
1399;Corsair;DDR4;16;3878;18;1,25;True;2;High-End;138,72
1400;Crucial;DDR5;32;7265;40;1,24;False;2;Standard;209,28
1401;Kingston;DDR5;64;7934;35;1,20;True;1;High-End;286,57
1402;Corsair;DDR5;32;7540;40;1,13;False;2;Standard;212,25
1403;Corsair;DDR5;16;5178;40;1,41;True;1;Standard;160,82
1404;Crucial;DDR4;32;3187;18;1,33;False;2;High-End;146,40
1405;Samsung;DDR5;32;7622;33;1,10;True;4;High-End;259,71
1406;G,Skill;DDR4;64;2875;21;1,25;True;2;Standard;177,80
1407;Teamgroup;DDR5;32;5798;33;1,31;False;2;None;202,21
1408;Crucial;DDR5;16;6280;30;1,34;False;1;None;179,47
1409;Teamgroup;DDR5;16;7684;34;1,35;True;1;High-End;208,13
1410;G,Skill;DDR5;128;6802;31;1,41;False;2;None;372,62
1411;Crucial;DDR4;32;2894;15;1,23;True;2;High-End;154,55
1412;Crucial;DDR5;128;6017;34;1,33;False;2;None;358,07
1413;Crucial;DDR5;8;5136;36;1,17;False;2;High-End;163,60
1414;Corsair;DDR5;128;6522;36;1,26;False;1;Standard;356,77
1415;Crucial;DDR5;8;5464;37;1,21;False;4;None;167,82
1416;G,Skill;DDR5;32;5371;38;1,17;False;2;High-End;200,97
1417;Samsung;DDR5;64;5706;36;1,28;False;2;None;246,98
1418;Kingston;DDR4;64;2724;22;1,34;False;4;High-End;187,09
1419;Samsung;DDR4;128;3982;20;1,20;False;4;Standard;270,96
1420;Crucial;DDR5;32;6387;39;1,32;False;4;Standard;218,02
1421;Samsung;DDR4;16;3440;17;1,17;False;1;None;114,72
1422;Teamgroup;DDR4;8;2793;21;1,23;False;2;None;99,94
1423;Crucial;DDR5;16;4947;37;1,31;True;2;None;167,10
1424;Teamgroup;DDR5;128;5079;38;1,30;True;4;High-End;377,64
1425;Crucial;DDR4;128;2443;19;1,19;False;1;None;238,14
1426;Corsair;DDR4;128;2919;19;1,18;False;2;None;247,95
1427;Corsair;DDR4;64;3041;17;1,13;True;2;High-End;191,13
1428;G,Skill;DDR4;128;3455;17;1,30;True;1;None;255,24
1429;G,Skill;DDR4;32;3104;21;1,35;False;2;High-End;141,23
1430;G,Skill;DDR5;128;7536;30;1,12;False;4;High-End;412,27
1431;Corsair;DDR5;8;7754;39;1,12;False;2;High-End;185,80
1432;Corsair;DDR5;128;6799;39;1,17;False;4;High-End;386,09
1433;Samsung;DDR5;16;5723;37;1,19;False;2;Standard;172,78
1434;Kingston;DDR4;8;3699;21;1,38;False;4;None;119,19
1435;Teamgroup;DDR5;128;6115;40;1,13;True;2;High-End;368,58
1436;Corsair;DDR4;16;2621;18;1,40;False;1;High-End;116,67
1437;Kingston;DDR5;16;5421;40;1,36;True;4;None;182,34
1438;Kingston;DDR4;8;2519;21;1,30;False;1;Standard;95,75
1439;Kingston;DDR5;64;7210;37;1,34;False;1;High-End;266,60
1440;G,Skill;DDR5;128;7491;33;1,35;True;2;High-End;397,61
1441;Samsung;DDR4;128;2643;14;1,14;True;4;High-End;281,24
1442;Crucial;DDR4;128;2577;16;1,34;False;1;None;243,72
1443;Kingston;DDR5;128;5907;30;1,38;True;1;None;364,98
1444;Teamgroup;DDR5;64;6745;38;1,43;False;2;High-End;267,65
1445;G,Skill;DDR4;128;3189;19;1,37;False;2;High-End;260,11
1446;Corsair;DDR5;128;6800;34;1,39;False;4;Standard;388,12
1447;Kingston;DDR5;32;5075;33;1,15;False;1;None;186,30
1448;G,Skill;DDR4;64;3374;19;1,25;True;4;Standard;196,79
1449;Crucial;DDR5;32;7867;32;1,31;False;1;None;218,48
1450;Samsung;DDR4;8;2777;19;1,33;True;4;Standard;124,82
1451;G,Skill;DDR4;64;3890;17;1,40;False;2;Standard;185,92
1452;Corsair;DDR4;16;3619;17;1,21;False;2;None;122,15
1453;Corsair;DDR5;64;7855;34;1,31;False;4;Standard;295,84
1454;Samsung;DDR5;128;6894;33;1,38;False;2;High-End;383,07
1455;Crucial;DDR5;64;6526;33;1,31;False;1;None;253,81
1456;Samsung;DDR4;128;3122;18;1,19;True;1;Standard;255,08
1457;G,Skill;DDR5;16;5388;36;1,19;True;2;High-End;187,39
1458;Samsung;DDR4;32;2682;21;1,22;True;1;High-End;137,86
1459;Corsair;DDR4;8;3798;21;1,29;True;2;Standard;117,98
1460;Crucial;DDR4;32;3691;19;1,32;True;2;None;144,93
1461;Teamgroup;DDR5;16;6362;32;1,19;False;1;High-End;189,80
1462;Samsung;DDR4;64;3227;22;1,45;False;2;None;169,12
1463;Crucial;DDR5;128;7992;37;1,35;True;4;None;397,62
1464;Samsung;DDR5;128;7694;37;1,42;False;1;None;362,01
1465;Teamgroup;DDR5;64;7867;37;1,38;False;1;High-End;273,69
1466;Teamgroup;DDR4;128;2532;19;1,17;False;1;None;238,86
1467;Kingston;DDR5;64;6000;32;1,26;False;4;None;274,46
1468;Kingston;DDR4;128;2970;14;1,17;True;2;High-End;271,86
1469;Corsair;DDR4;32;3658;17;1,22;False;4;None;153,66
1470;Teamgroup;DDR5;32;6243;37;1,37;False;2;None;198,91
1471;Samsung;DDR4;8;3014;16;1,12;False;4;High-End;131,21
1472;Crucial;DDR5;8;6041;38;1,27;False;4;High-End;185,53
1473;G,Skill;DDR4;32;3076;19;1,30;True;2;High-End;150,01
1474;Samsung;DDR4;64;3430;20;1,23;False;1;None;167,74
1475;Kingston;DDR4;8;2518;16;1,32;False;1;High-End;109,24
1476;Teamgroup;DDR4;16;3783;17;1,21;True;1;High-End;133,46
1477;Samsung;DDR4;32;3148;22;1,18;False;4;High-End;152,08
1478;Samsung;DDR5;8;6831;32;1,25;True;1;High-End;190,01
1479;Kingston;DDR5;32;5128;35;1,26;False;4;High-End;220,62
1480;Teamgroup;DDR4;64;2587;17;1,30;False;2;Standard;175,50
1481;Samsung;DDR4;16;3917;15;1,43;False;1;Standard;125,54
1482;Corsair;DDR4;64;3548;14;1,15;False;1;None;177,68
1483;Corsair;DDR4;8;3205;21;1,13;False;2;None;103,24
1484;Corsair;DDR4;8;2884;15;1,30;False;4;None;121,67
1485;Samsung;DDR5;128;6989;35;1,15;True;1;Standard;371,94
1486;Kingston;DDR5;8;7672;33;1,31;False;1;Standard;180,87
1487;Teamgroup;DDR5;16;6234;30;1,18;False;2;High-End;200,57
1488;Teamgroup;DDR5;8;7747;38;1,19;True;4;None;198,55
1489;Corsair;DDR5;16;4802;37;1,31;False;4;Standard;179,03
1490;G,Skill;DDR5;16;4803;36;1,16;False;2;None;159,47
1491;Samsung;DDR5;128;7558;34;1,22;False;1;Standard;372,01
1492;G,Skill;DDR4;16;2806;18;1,17;True;1;Standard;118,15
1493;Corsair;DDR4;16;2839;20;1,29;True;4;None;129,41
1494;G,Skill;DDR5;128;4968;36;1,37;False;1;None;334,59
1495;Samsung;DDR5;16;7031;39;1,25;True;4;Standard;207,15
1496;Corsair;DDR5;32;5367;37;1,33;False;2;High-End;202,95
1497;Crucial;DDR5;64;7310;39;1,38;True;4;None;282,53
1498;Kingston;DDR4;16;3365;22;1,27;False;1;High-End;116,62
1499;Teamgroup;DDR4;32;3765;18;1,23;True;4;High-End;169,02
1500;Corsair;DDR5;16;6633;35;1,13;True;2;High-End;202,86
1501;Samsung;DDR4;32;3656;22;1,14;False;4;None;146,15
1502;Teamgroup;DDR5;32;7917;39;1,20;True;4;None;237,24
1503;G,Skill;DDR5;16;6880;40;1,35;True;4;Standard;203,50
1504;Kingston;DDR5;128;6926;32;1,16;False;1;None;363,84
1505;Crucial;DDR4;64;2495;19;1,15;True;4;High-End;195,76
1506;Teamgroup;DDR4;8;2620;16;1,30;True;1;High-End;116,06
1507;Samsung;DDR5;32;5960;30;1,19;True;4;High-End;247,83
1508;Teamgroup;DDR4;32;2448;15;1,35;True;4;Standard;156,98
1509;Crucial;DDR4;8;2797;19;1,18;False;4;None;114,98
1510;G,Skill;DDR5;16;5629;39;1,42;False;1;High-End;167,71
1511;Kingston;DDR5;128;7743;35;1,35;True;1;Standard;380,08
1512;Corsair;DDR4;8;3098;15;1,15;True;4;Standard;133,38
1513;Corsair;DDR5;128;5477;39;1,20;True;1;High-End;355,61
1514;Corsair;DDR4;8;3050;14;1,36;True;1;None;112,50
1515;Kingston;DDR4;32;2468;21;1,34;False;1;None;120,14
1516;Samsung;DDR4;8;2792;17;1,35;True;4;None;123,94
1517;Crucial;DDR4;128;3328;21;1,33;False;4;High-End;270,22
1518;Teamgroup;DDR4;64;3082;20;1,21;False;1;Standard;168,96
1519;Teamgroup;DDR4;32;2747;20;1,28;True;4;High-End;157,88
1520;Corsair;DDR4;8;2626;20;1,32;True;4;Standard;122,11
1521;Teamgroup;DDR5;8;6557;33;1,28;True;1;None;171,53
1522;Teamgroup;DDR5;64;5887;39;1,29;True;4;Standard;272,56
1523;Kingston;DDR4;128;3168;21;1,30;False;1;None;240,94
1524;Crucial;DDR5;8;5714;36;1,19;True;2;Standard;169,85
1525;G,Skill;DDR4;16;2906;20;1,34;False;1;None;105,95
1526;Kingston;DDR4;128;3685;17;1,41;False;1;High-End;261,08
1527;Kingston;DDR4;32;3120;21;1,34;False;2;None;131,36
1528;G,Skill;DDR4;8;3840;16;1,34;True;1;None;115,82
1529;Kingston;DDR4;16;3874;14;1,27;True;1;None;128,69
1530;Samsung;DDR5;64;5833;36;1,32;True;1;None;248,35
1531;Crucial;DDR5;32;5855;40;1,27;True;2;Standard;202,15
1532;Kingston;DDR4;32;3675;21;1,42;True;4;None;153,80
1533;G,Skill;DDR5;8;5202;32;1,40;True;4;High-End;196,72
1534;Corsair;DDR5;16;5612;30;1,14;True;4;High-End;218,15
1535;Samsung;DDR5;64;6483;40;1,43;True;4;None;271,57
1536;Kingston;DDR5;64;7615;36;1,34;True;2;Standard;281,10
1537;Kingston;DDR5;32;7630;32;1,37;True;2;High-End;245,62
1538;Teamgroup;DDR5;8;7960;40;1,23;True;1;None;172,50
1539;Kingston;DDR5;64;6176;37;1,23;False;2;Standard;255,43
1540;Samsung;DDR5;128;5607;36;1,25;True;1;Standard;354,99
1541;G,Skill;DDR5;128;6397;36;1,20;True;2;None;366,22
1542;Corsair;DDR5;8;5234;34;1,41;True;4;None;179,51
1543;G,Skill;DDR4;64;3142;18;1,22;True;1;High-End;184,44
1544;Crucial;DDR4;16;3599;17;1,34;True;2;None;127,99
1545;G,Skill;DDR5;32;5124;35;1,18;False;1;High-End;196,28
1546;Crucial;DDR4;128;3812;22;1,16;False;4;Standard;266,60
1547;Corsair;DDR5;8;6485;31;1,17;False;4;None;191,00
1548;Teamgroup;DDR4;16;3108;17;1,33;False;4;High-End;140,06
1549;Corsair;DDR4;128;2630;14;1,21;True;4;High-End;281,14
1550;Kingston;DDR5;8;6246;37;1,39;True;1;None;160,07
1551;Teamgroup;DDR5;16;5010;35;1,42;False;1;High-End;169,13
1552;Samsung;DDR5;8;5198;36;1,11;True;2;Standard;164,27
1553;Teamgroup;DDR4;32;3474;22;1,42;False;4;High-End;154,69
1554;Crucial;DDR4;64;3012;16;1,36;False;4;None;188,40
1555;Kingston;DDR5;64;7378;35;1,11;False;1;None;258,96
1556;Teamgroup;DDR5;8;7158;39;1,31;False;2;High-End;179,37
1557;Kingston;DDR4;16;3003;22;1,10;False;2;Standard;113,72
1558;G,Skill;DDR4;64;3178;15;1,12;True;4;Standard;201,22
1559;G,Skill;DDR4;16;2985;22;1,17;True;1;Standard;113,58
1560;Samsung;DDR4;8;2784;21;1,26;False;4;None;111,87
1561;Corsair;DDR4;32;3494;22;1,26;False;1;Standard;130,85
1562;Samsung;DDR5;128;7387;34;1,33;True;1;None;372,86
1563;Teamgroup;DDR4;16;3882;20;1,31;True;2;High-End;135,76
1564;Corsair;DDR5;64;6849;36;1,33;True;1;None;259,32
1565;Samsung;DDR4;64;2566;17;1,18;True;4;Standard;193,33
1566;Corsair;DDR4;128;3703;16;1,19;True;4;Standard;280,72
1567;Samsung;DDR4;8;2698;14;1,39;False;4;None;121,68
1568;G,Skill;DDR4;16;3226;19;1,24;False;2;High-End;126,01
1569;Samsung;DDR4;32;3916;14;1,13;False;4;High-End;170,23
1570;Crucial;DDR5;64;7091;34;1,34;False;2;None;265,99
1571;Kingston;DDR5;8;7364;31;1,20;True;2;None;192,39
1572;Samsung;DDR4;32;3778;19;1,44;True;1;High-End;149,62
1573;Kingston;DDR5;128;4829;37;1,29;False;1;High-End;344,56
1574;Kingston;DDR4;32;2753;20;1,40;True;1;High-End;139,92
1575;Kingston;DDR4;128;3519;16;1,26;False;1;None;251,25
1576;Teamgroup;DDR5;16;7731;37;1,26;False;4;Standard;210,66
1577;Kingston;DDR5;8;5955;40;1,43;True;2;None;158,95
1578;Crucial;DDR4;8;3092;22;1,38;False;2;Standard;104,84
1579;Samsung;DDR4;64;2920;20;1,32;False;1;Standard;167,66
1580;Corsair;DDR4;16;3534;16;1,24;True;1;High-End;132,97
